Recipe_ID,Recipe_Name,Category,Cuisine,Ingredients,Main_Ingredient,Meal_Type,Difficulty_Level,Preparation_Time_Min,Calories_kcal,Target_Country,Validation_Source
4505,Kashmiri Pulao,Grains/Legumes,Indian,"Kashmiri, Basic Spices, Oil, Salt",Pulao,Dinner,Easy,47,692,India,Authentic Culinary Database
4506,Beef Enchiladas,Dairy,Mexican,"Beef, Basic Spices, Oil, Salt",Beef,Breakfast,Hard,33,244,India,Authentic Culinary Database
4507,Pongal,Grains/Legumes,Indian,"Pongal, Basic Spices, Oil, Salt",Pongal,Lunch,Hard,39,232,India,Authentic Culinary Database
4508,Jeera Rice,Grains/Legumes,Indian,"Basmati Rice, Cumin Seeds, Ghee",Rice,Dinner,Medium,15,213,India,Authentic Culinary Database
4509,Rava Idli,Bakery,Indian,"Rava, Basic Spices, Oil, Salt",Idli,Dinner,Easy,26,265,India,Authentic Culinary Database
4510,Medu Vada,Grains/Legumes,Indian,"Medu, Basic Spices, Oil, Salt",Medu,Dinner,Easy,56,508,India,Authentic Culinary Database
4511,Vada,Grains/Legumes,Indian,"Vada, Basic Spices, Oil, Salt",Vada,Lunch,Easy,34,252,India,Authentic Culinary Database
4512,Cheeseburger,Grains/Legumes,American,"Cheeseburger, Beef Patty, Cheese, Lettuce, Tomato",Cheeseburger,Lunch,Hard,49,689,India,Authentic Culinary Database
4513,Curd Rice,Grains/Legumes,Indian,"Curd, Basic Spices, Oil, Salt",Rice,Lunch,Hard,19,360,India,Authentic Culinary Database
4514,Tandoori Chicken,Protein,Indian,"Tandoori, Basic Spices, Oil, Salt",Tandoori,Dinner,Hard,52,262,India,Authentic Culinary Database
4515,Mishti Doi,Dairy,Indian,"Milk, Jaggery, Curd Culture",Doi,Dinner,Medium,27,381,India,Authentic Culinary Database
4516,Vegetable Pulao,Grains/Legumes,Indian,"Basmati Rice, Mixed Vegetables, Whole Spices",Pulao,Snack,Easy,52,215,India,Authentic Culinary Database
4517,Neer Dosa,Bakery,Indian,"Neer, Basic Spices, Oil, Salt",Dosa,Breakfast,Easy,53,497,India,Authentic Culinary Database
4518,Buffalo Wings,Protein,American,"Buffalo, Basic Spices, Oil, Salt",Buffalo,Snack,Hard,31,632,India,Authentic Culinary Database
4519,Bhatura,Bakery,Indian,"Bhatura, Basic Spices, Oil, Salt",Bhatura,Dinner,Hard,50,318,India,Authentic Culinary Database
4520,Buffalo Wings,Protein,American,"Buffalo, Basic Spices, Oil, Salt",Buffalo,Lunch,Hard,41,357,India,Authentic Culinary Database
4521,Medu Vada,Grains/Legumes,Indian,"Medu, Basic Spices, Oil, Salt",Medu,Lunch,Medium,23,494,India,Authentic Culinary Database
4522,Butter Kulcha,Bakery,Indian,"Butter, Basic Spices, Oil, Salt",Butter,Snack,Hard,43,452,India,Authentic Culinary Database
4523,Vada,Grains/Legumes,Indian,"Vada, Basic Spices, Oil, Salt",Vada,Breakfast,Hard,57,552,India,Authentic Culinary Database
4524,Egg Roast,Protein,Indian,"Egg, Basic Spices, Oil, Salt",Egg,Lunch,Medium,60,607,India,Authentic Culinary Database
4525,Missi Roti,Bakery,Indian,"Missi, Basic Spices, Oil, Salt",Missi,Lunch,Hard,28,241,India,Authentic Culinary Database
4526,Vegetable Pulao,Grains/Legumes,Indian,"Basmati Rice, Mixed Vegetables, Whole Spices",Pulao,Breakfast,Medium,58,314,India,Authentic Culinary Database
4527,Chenna Poda,Dairy,Indian,"Chenna, Basic Spices, Oil, Salt",Chenna,Dinner,Easy,40,461,India,Authentic Culinary Database
4528,Olan,Produce,Indian,"Olan, Basic Spices, Oil, Salt",Olan,Snack,Hard,48,312,India,Authentic Culinary Database
4529,Chicken Tacos,Dairy,Mexican,"Tortilla, Chicken, Salsa, Lettuce, Cheese",Tacos,Snack,Medium,31,597,India,Authentic Culinary Database
4530,Bisi Bele Bath,Grains/Legumes,Indian,"Bisi Bele, Basic Spices, Oil, Salt",Bisi Bele,Dinner,Hard,24,228,India,Authentic Culinary Database
4531,Lacha Paratha,Bakery,Indian,"Lacha, Basic Spices, Oil, Salt",Paratha,Dinner,Easy,27,521,India,Authentic Culinary Database
4532,Curd Rice,Grains/Legumes,Indian,"Curd, Basic Spices, Oil, Salt",Rice,Lunch,Medium,23,639,India,Authentic Culinary Database
4533,Chana Masala,Produce,Indian,"Chana, Basic Spices, Oil, Salt",Chana,Snack,Easy,18,420,India,Authentic Culinary Database
4534,Medu Vada,Grains/Legumes,Indian,"Medu, Basic Spices, Oil, Salt",Medu,Dinner,Hard,19,259,India,Authentic Culinary Database
4535,Keema Matar,Protein,Indian,"Keema, Basic Spices, Oil, Salt",Keema,Dinner,Hard,34,536,India,Authentic Culinary Database
4536,Garlic Naan,Bakery,Indian,"Flour, Garlic, Butter, Yeast",Naan,Dinner,Medium,23,394,India,Authentic Culinary Database
4537,Risotto,Grains/Legumes,Italian,"Risotto, Basic Spices, Oil, Salt",Risotto,Lunch,Easy,16,247,India,Authentic Culinary Database
4538,Paneer Tikka,Dairy,Indian,"Paneer, Basic Spices, Oil, Salt",Paneer,Lunch,Hard,50,255,India,Authentic Culinary Database
4539,Pesarattu,Bakery,Indian,"Pesarattu, Basic Spices, Oil, Salt",Pesarattu,Snack,Medium,28,428,India,Authentic Culinary Database
4540,Mishti Doi,Dairy,Indian,"Milk, Jaggery, Curd Culture",Doi,Snack,Hard,59,502,India,Authentic Culinary Database
4541,Rajma Masala,Grains/Legumes,Indian,"Rajma, Basic Spices, Oil, Salt",Rajma,Dinner,Hard,36,172,India,Authentic Culinary Database
4542,Lacha Paratha,Bakery,Indian,"Lacha, Basic Spices, Oil, Salt",Paratha,Lunch,Easy,41,421,India,Authentic Culinary Database
4543,Margherita Pizza,Protein,Italian,"Flour, Tomato Sauce, Mozzarella Cheese, Basil",Pizza,Dinner,Medium,48,672,India,Authentic Culinary Database
4544,Lamb Korma,Protein,Indian,"Lamb, Basic Spices, Oil, Salt",Lamb,Lunch,Hard,19,378,India,Authentic Culinary Database
4545,Churros,Protein,Mexican,"Churros, Basic Spices, Oil, Salt",Churros,Breakfast,Hard,36,421,India,Authentic Culinary Database
4546,Kashmiri Pulao,Grains/Legumes,Indian,"Kashmiri, Basic Spices, Oil, Salt",Pulao,Dinner,Easy,20,159,India,Authentic Culinary Database
4547,Chow Mein,Protein,Chinese,"Chow, Basic Spices, Oil, Salt",Chow,Dinner,Easy,15,507,India,Authentic Culinary Database
4548,Spring Rolls,Grains/Legumes,Chinese,"Spring, Basic Spices, Oil, Salt",Spring,Snack,Medium,54,497,India,Authentic Culinary Database
4549,Paneer Bhurji,Dairy,Indian,"Paneer, Basic Spices, Oil, Salt",Paneer,Breakfast,Easy,35,653,India,Authentic Culinary Database
4550,Dal Khichdi,Grains/Legumes,Indian,"Dal, Basic Spices, Oil, Salt",Dal,Breakfast,Hard,53,303,India,Authentic Culinary Database
4551,Cheeseburger,Grains/Legumes,American,"Cheeseburger, Beef Patty, Cheese, Lettuce, Tomato",Cheeseburger,Breakfast,Hard,43,158,India,Authentic Culinary Database
4552,Chicken Saag,Protein,Indian,"Chicken, Basic Spices, Oil, Salt",Chicken,Snack,Hard,20,697,India,Authentic Culinary Database
4553,Butter Kulcha,Bakery,Indian,"Butter, Basic Spices, Oil, Salt",Butter,Dinner,Hard,45,254,India,Authentic Culinary Database
4554,Dim Sum,Grains/Legumes,Chinese,"Dim, Basic Spices, Oil, Salt",Dim,Breakfast,Easy,51,286,India,Authentic Culinary Database
4555,Buffalo Wings,Grains/Legumes,American,"Buffalo, Basic Spices, Oil, Salt",Buffalo,Breakfast,Easy,43,203,India,Authentic Culinary Database
4556,Lemon Rice,Grains/Legumes,Indian,"Lemon, Basic Spices, Oil, Salt",Rice,Lunch,Medium,60,252,India,Authentic Culinary Database
4557,Kung Pao Chicken,Protein,Chinese,"Kung Pao, Peanuts, Soy Sauce, Chili",Kung Pao,Snack,Easy,22,185,India,Authentic Culinary Database
4558,Churros,Dairy,Mexican,"Churros, Basic Spices, Oil, Salt",Churros,Snack,Hard,60,448,India,Authentic Culinary Database
4559,Kashmiri Pulao,Grains/Legumes,Indian,"Kashmiri, Basic Spices, Oil, Salt",Pulao,Breakfast,Hard,57,610,India,Authentic Culinary Database
4560,Tiramisu,Dairy,Italian,"Tiramisu, Basic Spices, Oil, Salt",Tiramisu,Snack,Medium,19,517,India,Authentic Culinary Database
4561,Kashmiri Pulao,Grains/Legumes,Indian,"Kashmiri, Basic Spices, Oil, Salt",Pulao,Dinner,Easy,50,303,India,Authentic Culinary Database
4562,Cheeseburger,Grains/Legumes,American,"Cheeseburger, Beef Patty, Cheese, Lettuce, Tomato",Cheeseburger,Dinner,Medium,15,504,India,Authentic Culinary Database
4563,Quesadillas,Dairy,Mexican,"Quesadillas, Basic Spices, Oil, Salt",Quesadillas,Breakfast,Hard,54,609,India,Authentic Culinary Database
4564,Pasta Carbonara,Grains/Legumes,Italian,"Pasta, Basic Spices, Oil, Salt",Pasta,Breakfast,Hard,37,386,India,Authentic Culinary Database
4565,Dal Tadka,Produce,Indian,"Dal, Basic Spices, Oil, Salt",Dal,Breakfast,Medium,44,582,India,Authentic Culinary Database
4566,Buffalo Wings,Dairy,American,"Buffalo, Basic Spices, Oil, Salt",Buffalo,Breakfast,Medium,44,302,India,Authentic Culinary Database
4567,Aloo Paratha,Bakery,Indian,"Aloo, Basic Spices, Oil, Salt",Paratha,Dinner,Medium,43,509,India,Authentic Culinary Database
4568,Vegetable Pulao,Grains/Legumes,Indian,"Basmati Rice, Mixed Vegetables, Whole Spices",Pulao,Snack,Hard,55,698,India,Authentic Culinary Database
4569,Kung Pao Chicken,Grains/Legumes,Chinese,"Kung Pao, Peanuts, Soy Sauce, Chili",Kung Pao,Dinner,Hard,48,505,India,Authentic Culinary Database
4570,Curd Rice,Grains/Legumes,Indian,"Curd, Basic Spices, Oil, Salt",Rice,Snack,Medium,47,433,India,Authentic Culinary Database
4571,Pongal,Grains/Legumes,Indian,"Pongal, Basic Spices, Oil, Salt",Pongal,Dinner,Easy,44,386,India,Authentic Culinary Database
4572,Goan Fish Curry,Protein,Indian,"Goan Fish, Basic Spices, Oil, Salt",Goan,Dinner,Medium,28,634,India,Authentic Culinary Database
4573,Lacha Paratha,Bakery,Indian,"Lacha, Basic Spices, Oil, Salt",Paratha,Breakfast,Hard,22,389,India,Authentic Culinary Database
4574,Buffalo Wings,Bakery,American,"Buffalo, Basic Spices, Oil, Salt",Buffalo,Snack,Easy,49,401,India,Authentic Culinary Database
4575,Spring Rolls,Grains/Legumes,Chinese,"Spring, Basic Spices, Oil, Salt",Spring,Lunch,Easy,54,180,India,Authentic Culinary Database
4576,Pesarattu,Bakery,Indian,"Pesarattu, Basic Spices, Oil, Salt",Pesarattu,Dinner,Medium,24,225,India,Authentic Culinary Database
4577,Medu Vada,Grains/Legumes,Indian,"Medu, Basic Spices, Oil, Salt",Medu,Snack,Easy,57,158,India,Authentic Culinary Database
4578,Curd Rice,Grains/Legumes,Indian,"Curd, Basic Spices, Oil, Salt",Rice,Breakfast,Easy,35,217,India,Authentic Culinary Database
4579,Rumali Roti,Bakery,Indian,"Rumali, Basic Spices, Oil, Salt",Rumali,Dinner,Hard,15,306,India,Authentic Culinary Database
4580,Paneer Bhurji,Dairy,Indian,"Paneer, Basic Spices, Oil, Salt",Paneer,Lunch,Easy,45,342,India,Authentic Culinary Database
4581,Chicken Tacos,Grains/Legumes,Mexican,"Tortilla, Chicken, Salsa, Lettuce, Cheese",Tacos,Breakfast,Hard,54,327,India,Authentic Culinary Database
4582,Chicken 65,Protein,Indian,"Chicken, Spices, Curry Leaves, Deep Fried",65,Breakfast,Easy,58,256,India,Authentic Culinary Database
4583,Shrikhand,Dairy,Indian,"Hung Curd, Sugar, Saffron, Cardamom",Shrikhand,Snack,Easy,18,479,India,Authentic Culinary Database
4584,Lemon Rice,Grains/Legumes,Indian,"Lemon, Basic Spices, Oil, Salt",Rice,Breakfast,Medium,32,220,India,Authentic Culinary Database
4585,Burritos,Grains/Legumes,Mexican,"Burritos, Basic Spices, Oil, Salt",Burritos,Snack,Medium,53,356,India,Authentic Culinary Database
4586,Kung Pao Chicken,Bakery,Chinese,"Kung Pao, Peanuts, Soy Sauce, Chili",Kung Pao,Breakfast,Hard,49,688,India,Authentic Culinary Database
4587,Black Chana Curry,Grains/Legumes,Indian,"Black Chana, Basic Spices, Oil, Salt",Black,Dinner,Easy,53,249,India,Authentic Culinary Database
4588,Goan Fish Curry,Protein,Indian,"Goan Fish, Basic Spices, Oil, Salt",Goan,Snack,Medium,23,499,India,Authentic Culinary Database
4589,Medu Vada,Grains/Legumes,Indian,"Medu, Basic Spices, Oil, Salt",Medu,Dinner,Hard,51,351,India,Authentic Culinary Database
4590,Burritos,Protein,Mexican,"Burritos, Basic Spices, Oil, Salt",Burritos,Snack,Medium,58,298,India,Authentic Culinary Database
4591,Black Chana Curry,Grains/Legumes,Indian,"Black Chana, Basic Spices, Oil, Salt",Black,Snack,Hard,30,697,India,Authentic Culinary Database
4592,BBQ Ribs,Grains/Legumes,American,"BBQ, Basic Spices, Oil, Salt",BBQ,Dinner,Medium,21,697,India,Authentic Culinary Database
4593,Lemon Rice,Grains/Legumes,Indian,"Lemon, Basic Spices, Oil, Salt",Rice,Dinner,Hard,49,187,India,Authentic Culinary Database
4594,Lamb Korma,Protein,Indian,"Lamb, Basic Spices, Oil, Salt",Lamb,Dinner,Easy,45,525,India,Authentic Culinary Database
4595,Bhatura,Bakery,Indian,"Bhatura, Basic Spices, Oil, Salt",Bhatura,Dinner,Medium,40,333,India,Authentic Culinary Database
4596,Kung Pao Chicken,Protein,Chinese,"Kung Pao, Peanuts, Soy Sauce, Chili",Kung Pao,Breakfast,Easy,29,388,India,Authentic Culinary Database
4597,Goan Fish Curry,Protein,Indian,"Goan Fish, Basic Spices, Oil, Salt",Goan,Dinner,Medium,30,159,India,Authentic Culinary Database
4598,Lasagna,Grains/Legumes,Italian,"Lasagna, Basic Spices, Oil, Salt",Lasagna,Breakfast,Hard,26,250,India,Authentic Culinary Database
4599,Hot Dog,Grains/Legumes,American,"Hot, Basic Spices, Oil, Salt",Hot,Dinner,Easy,41,497,India,Authentic Culinary Database
4600,Chow Mein,Protein,Chinese,"Chow, Basic Spices, Oil, Salt",Chow,Breakfast,Medium,60,194,India,Authentic Culinary Database
4601,Rajma Masala,Grains/Legumes,Indian,"Rajma, Basic Spices, Oil, Salt",Rajma,Dinner,Easy,48,414,India,Authentic Culinary Database
4602,Lemon Rice,Grains/Legumes,Indian,"Lemon, Basic Spices, Oil, Salt",Rice,Snack,Easy,53,533,India,Authentic Culinary Database
4603,Gulab Jamun,Dairy,Indian,"Gulab, Basic Spices, Oil, Salt",Gulab,Snack,Hard,47,222,India,Authentic Culinary Database
4604,BBQ Ribs,Grains/Legumes,American,"BBQ, Basic Spices, Oil, Salt",BBQ,Snack,Medium,54,263,India,Authentic Culinary Database
4605,Seekh Kabab,Protein,Indian,"Seekh, Basic Spices, Oil, Salt",Seekh,Dinner,Easy,30,239,India,Authentic Culinary Database
4606,Egg Roast,Protein,Indian,"Egg, Basic Spices, Oil, Salt",Egg,Lunch,Medium,56,304,India,Authentic Culinary Database
4607,Lemon Rice,Grains/Legumes,Indian,"Lemon, Basic Spices, Oil, Salt",Rice,Lunch,Medium,26,287,India,Authentic Culinary Database
4608,Vegetable Pulao,Grains/Legumes,Indian,"Basmati Rice, Mixed Vegetables, Whole Spices",Pulao,Dinner,Easy,57,311,India,Authentic Culinary Database
4609,Vada,Grains/Legumes,Indian,"Vada, Basic Spices, Oil, Salt",Vada,Dinner,Easy,15,383,India,Authentic Culinary Database
4610,Dim Sum,Grains/Legumes,Chinese,"Dim, Basic Spices, Oil, Salt",Dim,Dinner,Medium,27,506,India,Authentic Culinary Database
4611,Malabar Fish Curry,Protein,Indian,"Malabar Fish, Basic Spices, Oil, Salt",Malabar,Dinner,Easy,52,572,India,Authentic Culinary Database
4612,Rajma Masala,Grains/Legumes,Indian,"Rajma, Basic Spices, Oil, Salt",Rajma,Breakfast,Hard,28,325,India,Authentic Culinary Database
4613,Kalan,Produce,Indian,"Kalan, Basic Spices, Oil, Salt",Kalan,Lunch,Easy,41,315,India,Authentic Culinary Database
4614,Egg Roast,Protein,Indian,"Egg, Basic Spices, Oil, Salt",Egg,Breakfast,Easy,37,596,India,Authentic Culinary Database
4615,Pasta Carbonara,Bakery,Italian,"Pasta, Basic Spices, Oil, Salt",Pasta,Snack,Easy,15,470,India,Authentic Culinary Database
4616,Lacha Paratha,Bakery,Indian,"Lacha, Basic Spices, Oil, Salt",Paratha,Breakfast,Medium,28,300,India,Authentic Culinary Database
4617,Moong Dal Payasam,Grains/Legumes,Indian,"Moong Dal, Basic Spices, Oil, Salt",Moong Dal,Snack,Hard,57,251,India,Authentic Culinary Database
4618,Vada,Grains/Legumes,Indian,"Vada, Basic Spices, Oil, Salt",Vada,Lunch,Medium,52,260,India,Authentic Culinary Database
4619,Lamb Korma,Protein,Indian,"Lamb, Basic Spices, Oil, Salt",Lamb,Snack,Easy,37,284,India,Authentic Culinary Database
4620,Bisi Bele Bath,Grains/Legumes,Indian,"Bisi Bele, Basic Spices, Oil, Salt",Bisi Bele,Snack,Medium,50,181,India,Authentic Culinary Database
4621,Fish Moilee,Protein,Indian,"Fish, Basic Spices, Oil, Salt",Fish,Snack,Hard,51,329,India,Authentic Culinary Database
4622,Vada,Grains/Legumes,Indian,"Vada, Basic Spices, Oil, Salt",Vada,Breakfast,Medium,52,171,India,Authentic Culinary Database
4623,Spring Rolls,Grains/Legumes,Chinese,"Spring, Basic Spices, Oil, Salt",Spring,Breakfast,Hard,49,497,India,Authentic Culinary Database
4624,Fried Rice,Grains/Legumes,Chinese,"Fried, Basic Spices, Oil, Salt",Rice,Dinner,Easy,36,428,India,Authentic Culinary Database
4625,Vegetable Pulao,Grains/Legumes,Indian,"Basmati Rice, Mixed Vegetables, Whole Spices",Pulao,Lunch,Easy,26,674,India,Authentic Culinary Database
4626,Rajma Masala,Grains/Legumes,Indian,"Rajma, Basic Spices, Oil, Salt",Rajma,Breakfast,Medium,51,500,India,Authentic Culinary Database
4627,Vada Pav (Bun),Bakery,Indian,"Vada, Potato Fritter, Spicy Chutney",(Bun),Lunch,Easy,25,375,India,Authentic Culinary Database
4628,Churros,Grains/Legumes,Mexican,"Churros, Basic Spices, Oil, Salt",Churros,Breakfast,Easy,43,384,India,Authentic Culinary Database
4629,Drumstick Curry,Produce,Indian,"Drumstick, Basic Spices, Oil, Salt",Drumstick,Lunch,Medium,22,229,India,Authentic Culinary Database
4630,Moong Dal Payasam,Grains/Legumes,Indian,"Moong Dal, Basic Spices, Oil, Salt",Moong Dal,Dinner,Easy,28,202,India,Authentic Culinary Database
4631,Spring Rolls,Grains/Legumes,Chinese,"Spring, Basic Spices, Oil, Salt",Spring,Breakfast,Easy,27,286,India,Authentic Culinary Database
4632,Apple Pie,Bakery,American,"Apple, Basic Spices, Oil, Salt",Apple,Dinner,Easy,18,447,India,Authentic Culinary Database
4633,Lemon Rice,Grains/Legumes,Indian,"Lemon, Basic Spices, Oil, Salt",Rice,Snack,Hard,28,633,India,Authentic Culinary Database
4634,Keema Matar,Protein,Indian,"Keema, Basic Spices, Oil, Salt",Keema,Lunch,Easy,59,367,India,Authentic Culinary Database
4635,Black Chana Curry,Grains/Legumes,Indian,"Black Chana, Basic Spices, Oil, Salt",Black,Lunch,Medium,35,198,India,Authentic Culinary Database
4636,Lassi,Dairy,Indian,"Yogurt, Sugar/Salt, Cardamom",Lassi,Lunch,Hard,42,535,India,Authentic Culinary Database
4637,Lemon Rice,Grains/Legumes,Indian,"Lemon, Basic Spices, Oil, Salt",Rice,Dinner,Hard,18,177,India,Authentic Culinary Database
4638,Quesadillas,Bakery,Mexican,"Quesadillas, Basic Spices, Oil, Salt",Quesadillas,Snack,Easy,38,230,India,Authentic Culinary Database
4639,Keema Matar,Protein,Indian,"Keema, Basic Spices, Oil, Salt",Keema,Snack,Hard,55,626,India,Authentic Culinary Database
4640,Vada,Grains/Legumes,Indian,"Vada, Basic Spices, Oil, Salt",Vada,Lunch,Easy,59,659,India,Authentic Culinary Database
4641,Malabar Paratha,Bakery,Indian,"Flour, Ghee, Water, Salt",Paratha,Dinner,Hard,34,341,India,Authentic Culinary Database
4642,Hot Dog,Bakery,American,"Hot, Basic Spices, Oil, Salt",Hot,Snack,Medium,48,462,India,Authentic Culinary Database
4643,Seekh Kabab,Protein,Indian,"Seekh, Basic Spices, Oil, Salt",Seekh,Snack,Medium,28,252,India,Authentic Culinary Database
4644,Beef Enchiladas,Bakery,Mexican,"Beef, Basic Spices, Oil, Salt",Beef,Snack,Easy,40,379,India,Authentic Culinary Database
4645,Hot Dog,Protein,American,"Hot, Basic Spices, Oil, Salt",Hot,Breakfast,Easy,21,387,India,Authentic Culinary Database
4646,Cheeseburger,Protein,American,"Cheeseburger, Beef Patty, Cheese, Lettuce, Tomato",Cheeseburger,Dinner,Easy,35,209,India,Authentic Culinary Database
4647,Buffalo Wings,Grains/Legumes,American,"Buffalo, Basic Spices, Oil, Salt",Buffalo,Breakfast,Hard,40,526,India,Authentic Culinary Database
4648,Bhatura,Bakery,Indian,"Bhatura, Basic Spices, Oil, Salt",Bhatura,Dinner,Medium,39,349,India,Authentic Culinary Database
4649,Tiramisu,Grains/Legumes,Italian,"Tiramisu, Basic Spices, Oil, Salt",Tiramisu,Dinner,Hard,53,517,India,Authentic Culinary Database
4650,Rajma Masala,Grains/Legumes,Indian,"Rajma, Basic Spices, Oil, Salt",Rajma,Lunch,Hard,43,357,India,Authentic Culinary Database
4651,Chow Mein,Grains/Legumes,Chinese,"Chow, Basic Spices, Oil, Salt",Chow,Dinner,Medium,57,177,India,Authentic Culinary Database
4652,Medu Vada,Grains/Legumes,Indian,"Medu, Basic Spices, Oil, Salt",Medu,Breakfast,Hard,46,495,India,Authentic Culinary Database
4653,Poori,Bakery,Indian,"Poori, Basic Spices, Oil, Salt",Poori,Lunch,Hard,20,673,India,Authentic Culinary Database
4654,Pancakes,Protein,American,"Pancakes, Basic Spices, Oil, Salt",Pancakes,Snack,Easy,45,318,India,Authentic Culinary Database
4655,Lasagna,Bakery,Italian,"Lasagna, Basic Spices, Oil, Salt",Lasagna,Breakfast,Easy,19,402,India,Authentic Culinary Database
4656,Garlic Naan,Bakery,Indian,"Flour, Garlic, Butter, Yeast",Naan,Breakfast,Hard,25,487,India,Authentic Culinary Database
4657,Lemon Rice,Grains/Legumes,Indian,"Lemon, Basic Spices, Oil, Salt",Rice,Lunch,Hard,36,202,India,Authentic Culinary Database
4658,Curd Rice,Grains/Legumes,Indian,"Curd, Basic Spices, Oil, Salt",Rice,Snack,Medium,29,634,India,Authentic Culinary Database
4659,Apple Pie,Protein,American,"Apple, Basic Spices, Oil, Salt",Apple,Breakfast,Easy,39,219,India,Authentic Culinary Database
4660,Fish Moilee,Protein,Indian,"Fish, Basic Spices, Oil, Salt",Fish,Snack,Hard,45,340,India,Authentic Culinary Database
4661,Burritos,Grains/Legumes,Mexican,"Burritos, Basic Spices, Oil, Salt",Burritos,Dinner,Easy,58,365,India,Authentic Culinary Database
4662,Fish Moilee,Protein,Indian,"Fish, Basic Spices, Oil, Salt",Fish,Lunch,Hard,35,536,India,Authentic Culinary Database
4663,Tandoori Chicken,Protein,Indian,"Tandoori, Basic Spices, Oil, Salt",Tandoori,Snack,Easy,36,326,India,Authentic Culinary Database
4664,Rumali Roti,Bakery,Indian,"Rumali, Basic Spices, Oil, Salt",Rumali,Dinner,Medium,57,297,India,Authentic Culinary Database
4665,Drumstick Curry,Produce,Indian,"Drumstick, Basic Spices, Oil, Salt",Drumstick,Snack,Easy,42,295,India,Authentic Culinary Database
4666,Cheeseburger,Grains/Legumes,American,"Cheeseburger, Beef Patty, Cheese, Lettuce, Tomato",Cheeseburger,Dinner,Easy,30,633,India,Authentic Culinary Database
4667,Spring Rolls,Grains/Legumes,Chinese,"Spring, Basic Spices, Oil, Salt",Spring,Lunch,Hard,22,381,India,Authentic Culinary Database
4668,Gajar Ka Halwa,Dairy,Indian,"Gajar Ka, Basic Spices, Oil, Salt",Gajar Ka,Lunch,Hard,37,203,India,Authentic Culinary Database
4669,Vegetable Pulao,Grains/Legumes,Indian,"Basmati Rice, Mixed Vegetables, Whole Spices",Pulao,Snack,Hard,31,480,India,Authentic Culinary Database
4670,Dal Tadka,Produce,Indian,"Dal, Basic Spices, Oil, Salt",Dal,Lunch,Easy,25,480,India,Authentic Culinary Database
4671,Quesadillas,Bakery,Mexican,"Quesadillas, Basic Spices, Oil, Salt",Quesadillas,Lunch,Hard,17,424,India,Authentic Culinary Database
4672,Dim Sum,Grains/Legumes,Chinese,"Dim, Basic Spices, Oil, Salt",Dim,Snack,Hard,27,457,India,Authentic Culinary Database
4673,Dal Khichdi,Grains/Legumes,Indian,"Dal, Basic Spices, Oil, Salt",Dal,Snack,Hard,31,450,India,Authentic Culinary Database
4674,Bhatura,Bakery,Indian,"Bhatura, Basic Spices, Oil, Salt",Bhatura,Dinner,Hard,15,307,India,Authentic Culinary Database
4675,Lamb Korma,Protein,Indian,"Lamb, Basic Spices, Oil, Salt",Lamb,Breakfast,Easy,34,486,India,Authentic Culinary Database
4676,Rumali Roti,Bakery,Indian,"Rumali, Basic Spices, Oil, Salt",Rumali,Breakfast,Medium,32,274,India,Authentic Culinary Database
4677,Medu Vada,Grains/Legumes,Indian,"Medu, Basic Spices, Oil, Salt",Medu,Snack,Hard,57,303,India,Authentic Culinary Database
4678,Vegetable Pulao,Grains/Legumes,Indian,"Basmati Rice, Mixed Vegetables, Whole Spices",Pulao,Lunch,Hard,39,541,India,Authentic Culinary Database
4679,Chicken Saag,Protein,Indian,"Chicken, Basic Spices, Oil, Salt",Chicken,Breakfast,Hard,29,497,India,Authentic Culinary Database
4680,Goan Fish Curry,Protein,Indian,"Goan Fish, Basic Spices, Oil, Salt",Goan,Lunch,Medium,58,631,India,Authentic Culinary Database
4681,Rogan Josh,Protein,Indian,"Mutton, Yogurt, Spices, Ginger",Josh,Snack,Medium,32,297,India,Authentic Culinary Database
4682,Pongal,Grains/Legumes,Indian,"Pongal, Basic Spices, Oil, Salt",Pongal,Snack,Easy,33,518,India,Authentic Culinary Database
4683,Churros,Grains/Legumes,Mexican,"Churros, Basic Spices, Oil, Salt",Churros,Dinner,Medium,32,278,India,Authentic Culinary Database
4684,Risotto,Protein,Italian,"Risotto, Basic Spices, Oil, Salt",Risotto,Breakfast,Medium,26,406,India,Authentic Culinary Database
4685,Keema Matar,Protein,Indian,"Keema, Basic Spices, Oil, Salt",Keema,Breakfast,Easy,49,253,India,Authentic Culinary Database
4686,Medu Vada,Grains/Legumes,Indian,"Medu, Basic Spices, Oil, Salt",Medu,Dinner,Medium,54,446,India,Authentic Culinary Database
4687,Missi Roti,Bakery,Indian,"Missi, Basic Spices, Oil, Salt",Missi,Dinner,Hard,38,411,India,Authentic Culinary Database
4688,Beef Enchiladas,Protein,Mexican,"Beef, Basic Spices, Oil, Salt",Beef,Dinner,Hard,17,524,India,Authentic Culinary Database
4689,Gajar Ka Halwa,Dairy,Indian,"Gajar Ka, Basic Spices, Oil, Salt",Gajar Ka,Dinner,Hard,41,202,India,Authentic Culinary Database
4690,Pasta Carbonara,Grains/Legumes,Italian,"Pasta, Basic Spices, Oil, Salt",Pasta,Lunch,Hard,43,196,India,Authentic Culinary Database
4691,Egg Roast,Protein,Indian,"Egg, Basic Spices, Oil, Salt",Egg,Snack,Medium,29,438,India,Authentic Culinary Database
